id,price,"date_stamp","journal_id",influence_id,"url","license"
12820,1140.00,"2016-08-11","2043-7129",NULL,NULL,""
12821,1030.00,"2016-08-11","2197-9936",NULL,NULL,""
12822,1230.00,"2016-08-11","2196-0089",NULL,NULL,""
12823,1230.00,"2016-08-11","2193-1127",NULL,NULL,""
12824,0.00,"2016-08-11","2192-1962",NULL,NULL,""
12825,0.00,"2016-08-11","2365-9440",NULL,NULL,""
12826,800.00,"2016-08-11","1882-6695",NULL,NULL,""
12827,1155.00,"2016-08-11","2196-1115",NULL,NULL,""
12828,905.00,"2016-08-11","2192-113X",NULL,NULL,""
12829,860.00,"2016-08-11","2194-0827",NULL,NULL,""
12830,1085.00,"2016-08-11","1869-0238",NULL,NULL,""
12831,1085.00,"2016-08-11","2195-1721",NULL,NULL,""
12832,1085.00,"2016-08-11","1678-4804",NULL,NULL,""
12833,1085.00,"2016-08-11","2196-064X",NULL,NULL,""
12834,910.00,"2016-08-11","2196-873X",NULL,NULL,""
12835,1085.00,"2016-08-11","2190-8532",NULL,NULL,""
12836,1085.00,"2016-08-11","2196-7091",NULL,NULL,""
12837,1635.00,"2016-08-11","2364-9526",NULL,NULL,""
12838,0.00,"2016-08-11","2198-4034",NULL,NULL,""
12839,1780.00,"2016-08-11","2288-8586",NULL,NULL,""
12840,0.00,"2016-08-11","2196-1042",NULL,NULL,""
12841,1350.00,"2016-08-11","2194-6434",NULL,NULL,""
12842,1105.00,"2016-08-11","1880-5981",NULL,NULL,""
12843,1140.00,"2016-08-11","1467-4866",NULL,NULL,""
12844,980.00,"2016-08-11","2196-4092",NULL,NULL,""
12845,0.00,"2016-08-11","2195-9706",NULL,NULL,""
12846,1290.00,"2016-08-11","2191-5040",NULL,NULL,""
12847,1230.00,"2016-08-11","2197-4284",NULL,NULL,""
12848,650.00,"2016-08-11","2193-7532",NULL,NULL,""
12849,645.00,"2016-08-11","2196-288X",NULL,NULL,""
12850,0.00,"2016-08-11","2196-5633",NULL,NULL,""
12851,1085.00,"2016-08-11","2193-2697",NULL,NULL,""
12852,0.00,"2016-08-11","2199-4730",NULL,NULL,""
12853,0.00,"2016-08-11","2193-9012",NULL,NULL,""
12854,0.00,"2016-08-11","2193-9020",NULL,NULL,""
12855,0.00,"2016-08-11","2193-8997",NULL,NULL,""
12856,0.00,"2016-08-11","2193-9004",NULL,NULL,""
12857,0.00,"2016-08-11","2193-9039",NULL,NULL,""
12858,0.00,"2016-08-11","2193-2409",NULL,NULL,""
12859,0.00,"2016-08-11","2196-436X",NULL,NULL,""
12860,1140.00,"2016-08-11","2197-1927",NULL,NULL,""
12861,800.00,"2016-08-11","2364-1177",NULL,NULL,""
12862,0.00,"2016-08-11","2363-5169",NULL,NULL,""
12863,0.00,"2016-08-11","1877-6345",NULL,NULL,""
12864,0.00,"2016-08-11","1925-6639",NULL,NULL,""
12865,1030.00,"2016-08-11","1833-2595",NULL,NULL,""
12866,0.00,"2016-08-11","2288-6729",NULL,NULL,""
12867,1105.00,"2016-08-11","2196-7822",NULL,NULL,""
12868,1085.00,"2016-08-11","2229-0443",NULL,NULL,""
12869,0.00,"2016-08-11","2196-0739",NULL,NULL,""
12870,1085.00,"2016-08-11","2191-5059",NULL,NULL,""
12871,0.00,"2016-08-11","1793-7078",NULL,NULL,""
12872,0.00,"2016-08-11","2364-4583",NULL,NULL,""
12873,1135.00,"2016-08-11","2363-9075",NULL,NULL,""
12874,0.00,"2016-08-11","2367-0983",NULL,NULL,""
12875,980.00,"2016-08-11","2198-994X",NULL,NULL,""
12876,1230.00,"2016-08-11","2213-7467",NULL,NULL,""
12877,1350.00,"2016-08-11","2196-1166",NULL,NULL,""
12878,0.00,"2016-08-11","2195-3961",NULL,NULL,""
12879,1140.00,"2016-08-11","2192-0567",NULL,NULL,""
12880,1420.00,"2016-08-11","1687-6180",NULL,NULL,""
12881,1160.00,"2016-08-11","1687-4722",NULL,NULL,""
12882,840.00,"2016-08-11","1687-4153",NULL,NULL,""
12883,980.00,"2016-08-11","1687-3963",NULL,NULL,""
12884,1350.00,"2016-08-11","1687-5281",NULL,NULL,""
12885,775.00,"2016-08-11","1687-417X",NULL,NULL,""
12886,1420.00,"2016-08-11","1687-1499",NULL,NULL,""
12887,1155.00,"2016-08-11","2193-0414",NULL,NULL,""
12888,1030.00,"2016-08-11","2196-050X",NULL,NULL,""
12889,1465.00,"2016-08-11","2194-3990",NULL,NULL,""
12890,1030.00,"2016-08-11","2197-7917",NULL,NULL,""
12891,1085.00,"2016-08-11","2210-4690",NULL,NULL,""
12892,1230.00,"2016-08-11","2196-1107",NULL,NULL,""
12893,0.00,"2016-08-11","2198-7874",NULL,NULL,""
12894,0.00,"2016-08-11","2213-9621",NULL,NULL,""
12895,1165.00,"2016-08-11","2197-4225",NULL,NULL,""
12896,1230.00,"2016-08-11","2197-3768",NULL,NULL,""
12897,1475.00,"2016-08-11","2364-4958",NULL,NULL,""
12898,980.00,"2016-08-11","2198-2619",NULL,NULL,""
12899,1350.00,"2016-08-11","2213-7459",NULL,NULL,""
12900,1230.00,"2016-08-11","1750-0680",NULL,NULL,""
12901,0.00,"2016-08-11","2192-1709",NULL,NULL,""
12902,1085.00,"2016-08-11","2190-4715",NULL,NULL,""
12903,980.00,"2016-08-11","2197-8670",NULL,NULL,""
12904,1355.00,"2016-08-11","2041-7136",NULL,NULL,""
12905,0.00,"2016-08-11","2195-2701",NULL,NULL,""
12906,840.00,"2016-08-11","2363-7501",NULL,NULL,""
12907,0.00,"2016-08-11","1446-3164",NULL,NULL,""
12908,0.00,"2016-08-11","2364-3404",NULL,NULL,""
12909,2145.00,"2016-08-11","2191-0855",NULL,NULL,""
12910,735.00,"2016-08-11","1999-3110",NULL,NULL,""
12911,1230.00,"2016-08-11","2196-5641",NULL,NULL,""
12912,0.00,"2016-08-11","2197-5620",NULL,NULL,""
12913,0.00,"2016-08-11","1179-5395",NULL,NULL,""
12914,1965.00,"2016-08-11","1939-8433",NULL,NULL,""
12915,0.00,"2016-08-11","2196-419X",NULL,NULL,""
12916,1290.00,"2016-08-11","2363-8389",NULL,NULL,""
12917,1350.00,"2016-08-11","2198-0926",NULL,NULL,""
12918,645.00,"2016-08-11","2196-4351",NULL,NULL,""
12919,1230.00,"2016-08-11","1868-6966",NULL,NULL,""
12920,1140.00,"2016-08-11","2050-7445",NULL,NULL,""
12921,1500.00,"2016-08-11","2193-9772",NULL,NULL,""
12922,0.00,"2016-08-11","2196-5404",NULL,NULL,""
12923,1420.00,"2016-08-11","1556-276X",NULL,NULL,""
12924,980.00,"2016-08-11","1687-1847",NULL,NULL,""
12925,980.00,"2016-08-11","1687-2770",NULL,NULL,""
12926,1085.00,"2016-08-11","2194-3206",NULL,NULL,""
12927,1140.00,"2016-08-11","2197-120X",NULL,NULL,""
12928,1140.00,"2016-08-11","2197-4314",NULL,NULL,""
12929,1140.00,"2016-08-11","1687-1812",NULL,NULL,""
12930,1140.00,"2016-08-11","1029-242X",NULL,NULL,""
12931,1350.00,"2016-08-11","2190-5983",NULL,NULL,""
12932,0.00,"2016-08-11","2195-5468",NULL,NULL,""
12933,0.00,"2016-08-11","1913-4967",NULL,NULL,""
12934,0.00,"2016-08-11","2198-4115",NULL,NULL,""
12935,0.00,"2016-08-11","2367-0126",NULL,NULL,""
12936,1085.00,"2016-08-11","2363-9555",NULL,NULL,""
12937,980.00,"2016-08-11","2197-9847",NULL,NULL,""
12938,1355.00,"2016-08-11","2190-8567",NULL,NULL,""
12939,1750.00,"2016-08-11","2365-6271",NULL,NULL,""
12940,1965.00,"2016-08-11","2110-5820",NULL,NULL,""
12941,1890.00,"2016-08-11","2001-1326",NULL,NULL,""
12942,0.00,"2016-08-11","2199-1197",NULL,NULL,""
12943,1965.00,"2016-08-11","2036-7902",NULL,NULL,""
12944,1750.00,"2016-08-11","2197-7364",NULL,NULL,""
12945,1510.00,"2016-08-11","2365-421X",NULL,NULL,""
12946,1965.00,"2016-08-11","2191-219X",NULL,NULL,""
12947,1085.00,"2016-08-11","2191-1991",NULL,NULL,""
12948,1750.00,"2016-08-11","2197-425X",NULL,NULL,""
12949,1750.00,"2016-08-11","2194-7511",NULL,NULL,""
12950,1600.00,"2016-08-11","1865-1380",NULL,NULL,""
12951,1535.00,"2016-08-11","2363-9024",NULL,NULL,""
12952,1750.00,"2016-08-11","2197-1153",NULL,NULL,""
12953,1780.00,"2016-08-11","1869-5760",NULL,NULL,""
12954,0.00,"2016-08-11","2194-7791",NULL,NULL,""
12955,1595.00,"2016-08-11","2198-9761",NULL,NULL,""
12956,1535.00,"2016-08-11","2198-7793",NULL,NULL,""
12957,1965.00,"2016-08-11","1129-2377",NULL,NULL,""
12958,0.00,"2016-08-11","2196-8802",NULL,NULL,""
12959,0.00,"2016-08-11","2195-7819",NULL,NULL,""
12960,1290.00,"2016-08-11","2364-8228",NULL,NULL,""
12961,1475.00,"2016-08-11","2366-6196",NULL,NULL,""
12962,1230.00,"2016-08-11","2197-7909",NULL,NULL,""
12963,1230.00,"2016-08-11","2195-0008",NULL,NULL,""
12964,1350.00,"2016-08-11","2196-0763",NULL,NULL,""
12965,1230.00,"2016-08-11","2195-7045",NULL,NULL,""
12966,1230.00,"2016-08-11","2196-3258",NULL,NULL,""
12967,1660.00,"2016-08-11","1990-2573",NULL,NULL,""
12968,980.00,"2016-08-11","2198-3534",NULL,NULL,""
12969,0.00,"2016-08-11","2365-7464",NULL,NULL,""
12970,1030.00,"2016-08-11","1678-7153",NULL,NULL,""
12971,1085.00,"2016-08-11","2211-1522",NULL,NULL,""
12972,1290.00,"2016-08-11","2193-1801",NULL,NULL,""
12973,980.00,"2016-08-11","2195-3007",NULL,NULL,""
12974,0.00,"2016-08-11","2199-4579",NULL,NULL,""
12975,0.00,"2016-08-11","2214-594X",NULL,NULL,""
12976,1140.00,"2016-08-11","2193-7680",NULL,NULL,""
12977,0.00,"2016-08-11","2035-5556",NULL,NULL,""
12978,1140.00,"2016-08-11","2194-7899",NULL,NULL,""
12979,1030.00,"2016-08-11","2199-868X",NULL,NULL,""
12980,1085.00,"2016-08-11","2212-9790",NULL,NULL,""
12981,0.00,"2016-08-11","2198-2635",NULL,NULL,""
12982,1140.00,"2016-08-11","2197-1714",NULL,NULL,""
12983,1085.00,"2016-08-11","2195-5832",NULL,NULL,""
12984,4500.00,"2016-08-11","2195-1071",NULL,NULL,""
12985,2900.00,"2016-08-11","1098-2337",NULL,NULL,""
12986,3000.00,"2016-08-11","1744-7348",NULL,NULL,""
12987,1800.00,"2016-08-11","1521-186X",NULL,NULL,""
12988,2700.00,"2016-08-11","1095-8339",NULL,NULL,""
12989,2430.00,"2016-08-11","1365-2168",NULL,NULL,""
12990,3000.00,"2016-08-11","1861-471X",NULL,NULL,""
12991,2250.00,"2016-08-11","1098-2353",NULL,NULL,""
12992,3000.00,"2016-08-11","1440-1681",NULL,NULL,""
12993,1850.00,"2016-08-11","1523-1739",NULL,NULL,""
12994,3000.00,"2016-08-11","1556-6978",NULL,NULL,""
12995,1800.00,"2016-08-11","2333-5084",NULL,NULL,""
12996,1800.00,"2016-08-11","2328-4277",NULL,NULL,""
12997,1950.00,"2016-08-11","1442-8903",NULL,NULL,""
12998,1500.00,"2016-08-11","2150-8925",NULL,NULL,""
12999,4200.00,"2016-08-11","1465-7295",NULL,NULL,""
13000,2500.00,"2016-08-11","2042-3306",NULL,NULL,""
13001,2400.00,"2016-08-11","1740-4762",NULL,NULL,""
13002,2356.00,"2016-08-11","1520-6505",NULL,NULL,""
13003,1350.00,"2016-08-11","1742-4658",NULL,NULL,""
13004,2400.00,"2016-08-11","2042-7166",NULL,NULL,""
13005,1950.00,"2016-08-11","2048-7177",NULL,NULL,""
13006,1800.00,"2016-08-11","1931-0846",NULL,NULL,""
13007,1500.00,"2016-08-11","1944-8007",NULL,NULL,""
13008,2500.00,"2016-08-11","1468-0483",NULL,NULL,""
13009,2450.00,"2016-08-11","1757-1707",NULL,NULL,""
13010,2025.00,"2016-08-11","1099-1050",NULL,NULL,""
13011,2000.00,"2016-08-11","1931-4981",NULL,NULL,""
13012,2700.00,"2016-08-11","1097-0355",NULL,NULL,""
13013,1150.00,"2016-08-11","1744-7917",NULL,NULL,""
13014,2500.00,"2016-08-11","2190-6009",NULL,NULL,""
13015,2500.00,"2016-08-11","1540-8167",NULL,NULL,""
13016,3000.00,"2016-08-11","1556-6676",NULL,NULL,""
13017,2002.00,"2016-08-11","1365-2788",NULL,NULL,""
13018,1560.00,"2016-08-11","1600-0684",NULL,NULL,""
13019,2300.00,"2016-08-11","1551-2916",NULL,NULL,""
13020,1650.00,"2016-08-11","1476-4431",NULL,NULL,""
13021,1950.00,"2016-08-11","1467-9922",NULL,NULL,""
13022,2004.00,"2016-08-11","1540-5826",NULL,NULL,""
13023,2500.00,"2016-08-11","1472-765X",NULL,NULL,""
13024,2876.00,"2016-08-11","1467-999X",NULL,NULL,""
13025,2349.00,"2016-08-11","1348-0421",NULL,NULL,""
13026,2005.00,"2016-08-11","1755-0998",NULL,NULL,""
13027,4200.00,"2016-08-11","1098-2795",NULL,NULL,""
13028,1650.00,"2016-08-11","1440-1800",NULL,NULL,""
13029,2500.00,"2016-08-11","1467-789X",NULL,NULL,""
13030,2500.00,"2016-08-11","1099-1557",NULL,NULL,""
13031,1500.00,"2016-08-11","1365-3032",NULL,NULL,""
13032,2500.00,"2016-08-11","1936-2722",NULL,NULL,""
13033,2011.00,"2016-08-11","1545-7249",NULL,NULL,""
13034,2013.00,"2016-08-11","1744-9987",NULL,NULL,""
13035,1650.00,"2016-08-11","1365-3164",NULL,NULL,""
13036,0.00,"2017-03-15","2471-3880",NULL,"http://newlibs.org/post/55",""
13037,322.00,"2017-03-15","1683-1470",NULL,"http://datascience.codata.org/about/submissions/","1"
13038,800.00,"2017-03-15","2199-1006",NULL,"http://about.scienceopen.com/how-does-it-work/#more-9","10"
13039,0.00,"2017-05-16","0187-6236",NULL,"","10"
13040,3300.00,"2017-05-16","0021-9150",NULL,"https://www.elsevier.com/journals/atherosclerosis/0021-9150/open-access-options","10"
13041,2740.00,"2017-05-16","1478-6362",NULL,"https://arthritis-research.biomedcentral.com/submission-guidelines/fees-and-funding","10"
13042,0.00,"2017-05-16","1733-3490",NULL,"https://www.degruyter.com/view/supplement/s23001909_Instructions_for_Authors.pdf","10"
13043,0.00,"2017-05-16","0373-2029",NULL,"http://am.ippt.gov.pl/index.php/am","10"
13044,3000.00,"2017-05-16","1432-0665",NULL,"http://www.springer.com/de/open-access/springer-open-choice?wt_mc=Banner.Springer.com%20banner.1.AUT642.Open_choice_Feb2016","10"
13045,3600.00,"2017-05-16","0044-8486",NULL,"https://www.elsevier.com/journals/aquaculture/0044-8486/open-access-options","10"
13046,2600.00,"2017-05-16","0195-6663",NULL,"https://www.elsevier.com/journals/appetite/0195-6663/guide-for-authors","10"
13047,0.00,"2017-05-16","0256-4947",NULL,"","10"
13048,0.00,"2017-05-16","1239-629X",NULL,"https://doaj.org/toc/1798-2383?source=%7B%22query%22%3A%7B%22filtered%22%3A%7B%22filter%22%3A%7B%22bool%22%3A%7B%22must%22%3A%5B%7B%22term%22%3A%7B%22index.issn.exact%22%3A%221798-2383%22%7D%7D%2C%7B%22term%22%3A%7B%22_type%22%3A%22article%22%7D%7D%5D%7D%7D%2C%22query%22%3A%7B%22match_all%22%3A%7B%7","10"
13049,0.00,"2017-05-16","0304-4602",NULL,"http://www.annals.edu.sg/instructions.html","10"
13050,1750.00,"2017-05-16","1075-9964",NULL,"https://www.elsevier.com/journals/anaerobe/1075-9964/open-access-options","10"
13051,2500.00,"2017-05-16","0741-8329",NULL,"https://www.elsevier.com/journals/alcohol/0741-8329/open-access-options","10"
13052,650.00,"2017-05-16","1684-5315",NULL,"http://www.academicjournals.org/journal/AJB/about#Open Access","10"
13053,0.00,"2017-05-16","1280-8571",NULL,"http://sciencepress.mnhn.fr/en/periodiques/adansonia","10"
13054,0.00,"2017-05-16","1217-8837",NULL,"http://actazool.nhmus.hu/instruc.pdf","10"
13055,165.00,"2017-05-16","1600-5368",NULL,"https://doaj.org/toc/1600-5368?source=%7B%22query%22%3A%7B%22filtered%22%3A%7B%22filter%22%3A%7B%22bool%22%3A%7B%22must%22%3A%5B%7B%22term%22%3A%7B%22index.issn.exact%22%3A%221600-5368%22%7D%7D%2C%7B%22term%22%3A%7B%22_type%22%3A%22article%22%7D%7D%5D%7D%7D%2C%22query%22%3A%7B%22match_all%22%3A%7B%7","10"
13056,3000.00,"2017-05-16","1530-9932",NULL,"http://www.springer.com/us/open-access/springer-open-choice","10"
13057,3000.00,"2017-05-16","1550-7416",NULL,"http://www.springer.com/us/open-access/springer-open-choice","10"
13058,0.00,"2017-05-16","0043-0617",NULL,"","10"
13059,0.00,"2017-05-16","0185-3325",NULL,"http://revistasaludmental.mx/index.php/salud_mental/pages/view/author","10"
13060,0.00,"2017-05-16","1020-4989",NULL,"http://www.paho.org/journal/index.php?option=com_content&view=article&id=24:about-the-journal&Itemid=122","10"
13061,0.00,"2017-05-16","0033-2879",NULL,"http://www.psychologicabelgica.com/","10"
13062,0.00,"2017-05-17","0029-3571",NULL,"http://www.northwesternlawreview.org/about/open-access-policy","10"
13063,1800.00,"2017-05-17","0024-3841",NULL,"https://www.elsevier.com/journals/lingua/0024-3841/open-access-options","10"
13064,0.00,"2017-05-17","1094-3501",NULL,"http://www.llt.msu.edu/scope/index.html","10"
13065,0.00,"2017-05-17","1460-7425",NULL,"http://jasss.soc.surrey.ac.uk/admin/submit.html","10"
13066,2300.00,"2017-05-17","0160-2896",NULL,"https://www.elsevier.com/journals/intelligence/0160-2896/open-access-options","10"
13067,0.00,"2017-05-17","1368-1613",NULL,"http://www.informationr.net/ir/author2.html","10"
13068,1800.00,"2017-05-17","0016-7185",NULL,"https://www.elsevier.com/journals/geoforum/0016-7185/open-access-options","10"
13069,0.00,"2017-05-17","0016-3287",NULL,"https://www.elsevier.com/journals/futures/0016-3287/guide-for-authors","10"
13070,0.00,"2017-05-17","0015-1920",NULL,"FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE","10"
13071,0.00,"2017-05-17","1436-4522",NULL,"http://www.ifets.info/guide.php","10"
13072,0.00,"2017-05-17","0010-0277",NULL,"https://www.elsevier.com/journals/cognition/0010-0277/open-access-options","10"
13073,2150.00,"2017-05-17","0010-0277",NULL,"https://www.elsevier.com/journals/cognition/0010-0277/open-access-options","10"
13074,1100.00,"2017-05-17","0264-2751",NULL,"https://www.elsevier.com/journals/cities/0264-2751/open-access-options","10"
13075,0.00,"2017-05-18","1542-4863",NULL,"http://onlinelibrary.wiley.com/journal/10.3322/(ISSN)1542-4863/homepage/ForAuthors.html","10"
13076,875.00,"2017-05-22","2474-7394",NULL,"http://www.collabra.org/about/submissions/","1"
13077,0.00,"2017-05-22","1280-9551",NULL,"http://sciencepress.mnhn.fr/en/periodiques/zoosystema","10"
13078,1800.00,"2017-05-22","0944-2006",NULL,"https://www.elsevier.com/journals/zoology/0944-2006/guide-for-authors","1"
13079,0.00,"2017-05-22","1021-5506",NULL,"http://zoolstud.sinica.edu.tw/","10"
13080,3000.00,"2017-05-22","0043-1648",NULL,"https://www.elsevier.com/journals/wear/0043-1648/open-access-options","1"
13081,2150.00,"2017-05-22","0042-6822",NULL,"https://www.elsevier.com/journals/virology/0042-6822/guide-for-authors","1"
13082,0.00,"2017-05-22","0375-8427",NULL,"http://vetmed.vri.cz/?page=instructions_and_forms","1"
13083,2200.00,"2017-05-22","0042-207X",NULL,"https://www.elsevier.com/journals/vacuum/0042-207x/guide-for-authors","1"
13084,2300.00,"2017-05-22","0264-410X",NULL,"https://www.elsevier.com/journals/vaccine/0264-410x/guide-for-authors","1"
13085,3000.00,"2017-05-22","0090-4295",NULL,"https://www.elsevier.com/journals/urology/0090-4295/open-access-options","1"
13086,3000.00,"2017-05-22","1433-0563",NULL,"http://www.springer.com/us/open-access/springer-open-choice","1"
13087,2600.00,"2017-05-22","0041-624X",NULL,"https://www.elsevier.com/journals/ultrasonics/0041-624X/open-access-options","1"
13088,2800.00,"2017-05-22","0304-3991",NULL,"https://www.elsevier.com/journals/ultramicroscopy/0304-3991/open-access-options","1"
13089,2500.00,"2017-05-22","1472-9792",NULL,"https://www.elsevier.com/journals/tuberculosis/1472-9792/open-access-options","4"
13090,2145.00,"2017-05-22","1745-6215",NULL,"https://trialsjournal.biomedcentral.com/submission-guidelines/fees-and-funding","1"
13091,3300.00,"2017-05-17","0041-0101",NULL,"https://www.elsevier.com/journals/toxicon/0041-0101/open-access-options","1"
13092,2800.00,"2017-05-22","0300-483X",NULL,"https://www.elsevier.com/journals/toxicology/0300-483x/open-access-options","1"
13093,2500.00,"2017-05-22","0093-691X",NULL,"https://www.elsevier.com/journals/theriogenology/0093-691x/open-access-options","4"
13094,0.00,"2017-05-22","0730-2347",NULL,"http://www.texasheart.org/Education/THIJournal/","10"
13095,2200.00,"2017-05-22","0040-4020",NULL,"https://www.elsevier.com/journals/tetrahedron/0040-4020/open-access-options","1"
13096,2800.00,"2017-05-22","0040-1951",NULL,"https://www.elsevier.com/journals/tectonophysics/0040-1951/open-access-options","1"
13097,1800.00,"2017-05-22","0166-4972",NULL,"https://www.elsevier.com/journals/technovation/0166-4972/open-access-options","1"
13098,2600.00,"2017-05-22","0039-9140",NULL,"https://www.elsevier.com/journals/talanta/0039-9140/open-access-options","1"
13099,0.00,"2017-05-22","0039-6060",NULL,"https://www.elsevier.com/journals/surgery/0039-6060/guide-for-authors","4"
13100,3000.00,"2017-05-22","1279-8517",NULL,"http://www.springer.com/de/open-access/springer-open-choice?wt_mc=Banner.Springer.com%20banner.1.AUT642.Open_choice_Feb2016","10"
13101,5000.00,"2017-05-22","0969-2126",NULL,"http://www.cell.com/structure/authors","10"
13102,3000.00,"2017-05-22","0039-128X",NULL,"https://www.elsevier.com/journals/steroids/0039-128x/open-access-options","1"
13103,0.00,"2017-05-22","0037-5330",NULL,"https://www.silvafennica.fi/","5"
13104,1849.00,"2017-05-22","1424-8220",NULL,"http://www.mdpi.com/journal/sensors/apc","1"
13105,0.00,"2017-05-22","0350-820X",NULL,"http://www.iiss.sanu.ac.rs/forauthors.htm","1"
13106,0.00,"2017-05-22","0034-7744",NULL,"http://www.biologiatropical.ucr.ac.cr/","1"
13107,3000.00,"2017-05-22","0300-9572",NULL,"https://www.elsevier.com/journals/resuscitation/0300-9572/open-access-options","4"
13108,2525.00,"2017-05-22","1465-9921",NULL,"https://respiratory-research.biomedcentral.com/about","1"
13109,3000.00,"2017-05-22","0033-3182",NULL,"https://www.elsevier.com/journals/issn/0033-3182/open-access-options","4"
13110,3000.00,"2017-05-22","0306-4530",NULL,"https://www.elsevier.com/journals/psychoneuroendocrinology/0306-4530/open-access-options","4"
13111,2500.00,"2017-05-22","1434-4610",NULL,"https://www.elsevier.com/journals/protist/1434-4610/open-access-options","1"
13112,3200.00,"2017-05-22","0032-3861",NULL,"https://www.elsevier.com/journals/polymer/0032-3861/open-access-options","1"
13113,2600.00,"2017-05-22","0277-5387",NULL,"https://www.elsevier.com/journals/polyhedron/0277-5387/open-access-options","1"
13114,3000.00,"2017-05-22","0147-619X",NULL,"https://www.elsevier.com/journals/plasmid/0147-619x/open-access-options","1"
13115,3300.00,"2017-05-22","0143-4004",NULL,"https://www.elsevier.com/journals/placenta/0143-4004/open-access-options","4"
13116,2500.00,"2017-05-22","0944-7113",NULL,"https://www.elsevier.com/journals/phytomedicine/0944-7113/open-access-options","1"
13117,3300.00,"2017-05-22","0031-9422",NULL,"https://www.elsevier.com/journals/phytochemistry/0031-9422/open-access-options","1"
13118,0.00,"2017-05-22","1098-4402",NULL,"https://journals.aps.org/prab/openaccess","1"
13119,3000.00,"2017-05-22","1734-1140",NULL,"https://www.elsevier.com/wps/find/journaldescription.cws_home/733840?generatepdf=true","10"
13120,0.00,"2004-04-23","1678-2690",NULL,NULL,""
13121,0.00,"2014-12-22","2282-0035",NULL,NULL,""
13122,1792.00,"2011-11-10","1651-2057",NULL,NULL,""
13123,112.00,"2014-05-29","2353-074X",NULL,NULL,""
13124,291.20,"2011-08-08","2083-9480",NULL,NULL,""
13125,336.00,"2003-11-28","1801-7576",NULL,NULL,""
13126,0.00,"2009-08-04","1868-6869",NULL,NULL,""
13127,0.00,"2009-03-10","1981-5794",NULL,NULL,""
13128,0.00,"2010-07-26","1988-8511",NULL,NULL,""
13129,0.00,"2005-06-30","1885-4494",NULL,NULL,""
13130,150.50,"2004-04-23","1678-2925",NULL,NULL,""
13131,0.00,"2004-04-23","1678-4219",NULL,NULL,""
13132,0.00,"2004-04-23","1678-4227",NULL,NULL,""
13133,0.00,"2016-04-05","2340-9894",NULL,NULL,""
13134,0.00,"2011-02-14","2213-4379",NULL,NULL,""
13135,0.00,"2015-04-16","2311-9284",NULL,NULL,""
13136,50.00,"2004-04-23","1678-4499",NULL,NULL,""
13137,0.00,"2015-06-21","1845-5859",NULL,NULL,""
13138,0.00,"2013-10-18","2314-3738",NULL,NULL,""
13139,0.00,"2008-04-13","1989-1067",NULL,NULL,""
13140,0.00,"2013-10-29","2150-6701",NULL,NULL,""
13141,1200.00,"2015-01-19","1879-0313",NULL,NULL,""
13142,0.00,"2004-04-06","1678-4588",NULL,NULL,""
13143,0.00,"2017-01-03","1850-1702",NULL,NULL,""
13144,0.00,"2006-05-22","2346-2183",NULL,NULL,""
13145,0.00,"2017-01-31","1988-8384",NULL,NULL,""
13146,0.00,"2016-02-23","2241-8512",NULL,NULL,""
13147,0.00,"2012-03-08","1988-8546",NULL,NULL,""
13148,0.00,"2015-11-30","2194-8798",NULL,NULL,""
13149,0.00,"2010-11-16","1854-620X",NULL,NULL,""
13150,0.00,"2008-07-17","1988-4214",NULL,NULL,""
13151,0.00,"2011-03-04","2159-3159",NULL,NULL,""
13152,1781.00,"2003-01-17","1601-5223",NULL,NULL,""
13153,0.00,"2008-04-13","1988-4265",NULL,NULL,""
13154,0.00,"2008-07-17","1988-3234",NULL,NULL,""
13155,15.05,"2015-05-08","1808-1657",NULL,NULL,""
13156,0.00,"2004-04-23","1678-4782",NULL,NULL,""
13157,38.99,"2013-04-25","2304-8557",NULL,NULL,""
13158,0.00,"2015-12-09","0023-8082",NULL,NULL,""
13159,0.00,"2015-03-31","2362-4620",NULL,NULL,""
13160,0.00,"2015-11-07","2350-420X",NULL,NULL,""
13161,186.00,"2010-10-26","1669-9106",NULL,NULL,""
13162,1200.00,"2015-03-19","1536-5964",NULL,NULL,""
13163,0.00,"2010-11-12","2037-3651",NULL,NULL,""
13164,0.00,"2017-02-10","1815-672X",NULL,NULL,""
13165,0.00,"2010-12-03","2219-0635",NULL,NULL,""
13166,9.50,"2016-07-20","2411-8842",NULL,NULL,""
13167,0.00,"2004-04-23","1807-0205",NULL,NULL,""
13168,392.00,"2017-03-09","1593-2095",NULL,NULL,""
13169,0.00,"2003-09-08","1471-0676",NULL,NULL,""
13170,600.00,"2008-01-22","1687-7438",NULL,NULL,""
13171,390.00,"2014-10-29","2054-670X",NULL,NULL,""
13172,0.00,"2015-10-19","2337-8824",NULL,NULL,""
13173,0.00,"2016-11-27","2084-9834",NULL,NULL,""
13174,0.00,"2006-03-07","1850-3748",NULL,NULL,""
13175,0.00,"2004-04-23","1806-907X",NULL,NULL,""
13176,0.00,"2004-04-23","1806-9134",NULL,NULL,""
13177,331.10,"2007-11-15","1984-0446",NULL,NULL,""
13178,0.00,"2015-05-25","2176-6681",NULL,NULL,""
13179,0.00,"2008-04-11","1982-8551",NULL,NULL,""
13180,0.00,"2005-08-24","1983-3121",NULL,NULL,""
13181,75.25,"2012-05-09","2177-3491",NULL,NULL,""
