id,article_influence,est_article_influence,"date_stamp","journal_id",ai_percentile,cost_effectiveness,ef_percentile,eigenfactor,efn
3661,0.0849332,NULL,"2011-12-31","1021-2019",NULL,NULL,NULL,NULL,NULL
3662,0.0740450,NULL,"2011-12-31","1443-458X",NULL,NULL,NULL,NULL,NULL
3663,0.4155080,NULL,"2011-12-31","1044-677X",NULL,NULL,NULL,NULL,NULL
3664,0.6903730,NULL,"2011-12-31","0748-7711",NULL,NULL,NULL,NULL,NULL
3665,0.4348350,NULL,"2011-12-31","0896-5803",NULL,NULL,NULL,NULL,NULL
3666,0.4334800,NULL,"2011-12-31","0022-3859",NULL,NULL,NULL,NULL,NULL
3667,0.0612754,NULL,"2011-12-31","0915-5287",NULL,NULL,NULL,NULL,NULL
3668,0.8936000,NULL,"2011-12-31","1757-2215",NULL,NULL,NULL,NULL,NULL
3669,0.2368610,NULL,"2011-12-31","1916-0216",NULL,NULL,NULL,NULL,NULL
3670,1.3038900,NULL,"2011-12-31","1742-2094",NULL,NULL,NULL,NULL,NULL
3671,0.7954500,NULL,"2011-12-31","1743-0003",NULL,NULL,NULL,NULL,NULL
3672,0.6831770,NULL,"2011-12-31","0163-3864",NULL,NULL,NULL,NULL,NULL
3673,0.6350770,NULL,"2011-12-31","1684-1182",NULL,NULL,NULL,NULL,NULL
3674,1.0350800,NULL,"2011-12-31","0026-1165",NULL,NULL,NULL,NULL,NULL
3675,1.4104800,NULL,"2011-12-31","1438-8871",NULL,NULL,NULL,NULL,NULL
3676,0.1551670,NULL,"2011-12-31","1744-5647",NULL,NULL,NULL,NULL,NULL
3677,0.1540400,NULL,"2011-12-31","1880-0688",NULL,NULL,NULL,NULL,NULL
3678,0.4020650,NULL,"2011-12-31","1550-2783",NULL,NULL,NULL,NULL,NULL
3679,1.3698700,NULL,"2011-12-31","1758-2652",NULL,NULL,NULL,NULL,NULL
3680,0.3782630,NULL,"2011-12-31","1536-2442",NULL,NULL,NULL,NULL,NULL
3681,0.0526114,NULL,"2011-12-31","1000-324X",NULL,NULL,NULL,NULL,NULL
3682,0.0228340,NULL,"2011-12-31","1001-9014",NULL,NULL,NULL,NULL,NULL
3683,0.9079400,NULL,"2011-12-31","1476-9255",NULL,NULL,NULL,NULL,NULL
3684,0.6192840,NULL,"2011-12-31","1512-2891",NULL,NULL,NULL,NULL,NULL
3685,1.0376200,NULL,"2011-12-31","1756-8722",NULL,NULL,NULL,NULL,NULL
3686,0.4952400,NULL,"2011-12-31","1802-6222",NULL,NULL,NULL,NULL,NULL
3687,0.3583680,NULL,"2011-12-31","0022-1333",NULL,NULL,NULL,NULL,NULL
3688,0.5047780,NULL,"2011-12-31","1757-1146",NULL,NULL,NULL,NULL,NULL
3689,0.5355700,NULL,"2011-12-31","1756-9966",NULL,NULL,NULL,NULL,NULL
3690,0.3993340,NULL,"2011-12-31","1990-2573",NULL,NULL,NULL,NULL,NULL
3691,1.3933500,NULL,"2011-12-31","1746-4269",NULL,NULL,NULL,NULL,NULL
3692,0.0899936,NULL,"2011-12-31","0747-9964",NULL,NULL,NULL,NULL,NULL
3693,0.2776330,NULL,"2011-12-31","1558-9250",NULL,NULL,NULL,NULL,NULL
3694,0.0644002,NULL,"2011-12-31","0970-9371",NULL,NULL,NULL,NULL,NULL
3695,0.8055960,NULL,"2011-12-31","1758-2946",NULL,NULL,NULL,NULL,NULL
3696,0.3278820,NULL,"2011-12-31","0253-4134",NULL,NULL,NULL,NULL,NULL
3697,0.5943350,NULL,"2011-12-31","1090-6924",NULL,NULL,NULL,NULL,NULL
3698,0.4107340,NULL,"2011-12-31","1749-8090",NULL,NULL,NULL,NULL,NULL
3699,0.2579230,NULL,"2011-12-31","0973-1482",NULL,NULL,NULL,NULL,NULL
3700,0.4321370,NULL,"2011-12-31","1488-2159",NULL,NULL,NULL,NULL,NULL
3701,0.1638360,NULL,"2011-12-31","1790-045X",NULL,NULL,NULL,NULL,NULL
3702,0.7597590,NULL,"2011-12-31","1062-6050",NULL,NULL,NULL,NULL,NULL
3703,1.1282300,NULL,"2011-12-31","1536-9323",NULL,NULL,NULL,NULL,NULL
3704,0.3493470,NULL,"2011-12-31","1526-9914",NULL,NULL,NULL,NULL,NULL
3705,0.0895819,NULL,"2011-12-31","1612-9830",NULL,NULL,NULL,NULL,NULL
3706,0.2495030,NULL,"2011-12-31","1565-1088",NULL,NULL,NULL,NULL,NULL
3707,0.1360070,NULL,"2011-12-31","1959-0318",NULL,NULL,NULL,NULL,NULL
3708,0.0515556,NULL,"2011-12-31","1680-6433",NULL,NULL,NULL,NULL,NULL
3709,0.1062730,NULL,"2011-12-31","1735-0328",NULL,NULL,NULL,NULL,NULL
3710,0.0355681,NULL,"2011-12-31","0185-1667",NULL,NULL,NULL,NULL,NULL
3711,0.6365910,NULL,"2011-12-31","0966-9795",NULL,NULL,NULL,NULL,NULL
3712,1.1133800,NULL,"2011-12-31","0160-2896",NULL,NULL,NULL,NULL,NULL
3713,0.6365000,NULL,"2011-12-31","1422-0067",NULL,NULL,NULL,NULL,NULL
3714,0.0674752,NULL,"2011-12-31","0717-9502",NULL,NULL,NULL,NULL,NULL
3715,0.1181930,NULL,"2011-12-31","0972-3757",NULL,NULL,NULL,NULL,NULL
3716,1.0259400,NULL,"2011-12-31","1476-072X",NULL,NULL,NULL,NULL,NULL
3717,0.9763970,NULL,"2011-12-31","1475-9276",NULL,NULL,NULL,NULL,NULL
3718,0.3806130,NULL,"2011-12-31","1452-3981",NULL,NULL,NULL,NULL,NULL
3719,0.2016670,NULL,"2011-12-31","1864-1385",NULL,NULL,NULL,NULL,NULL
3720,0.0876667,NULL,"2011-12-31","1841-9836",NULL,NULL,NULL,NULL,NULL
3721,0.6961540,NULL,"2011-12-31","1936-2625",NULL,NULL,NULL,NULL,NULL
3722,0.3329400,NULL,"2011-12-31","1239-9736",NULL,NULL,NULL,NULL,NULL
3723,1.0133300,NULL,"2011-12-31","1449-2288",NULL,NULL,NULL,NULL,NULL
3724,1.6394100,NULL,"2011-12-31","1479-5868",NULL,NULL,NULL,NULL,NULL
3725,0.2189440,NULL,"2011-12-31","1729-8806",NULL,NULL,NULL,NULL,NULL
3726,0.2362030,NULL,"2011-12-31","0236-8722",NULL,NULL,NULL,NULL,NULL
3727,0.6601220,NULL,"2011-12-31","0020-1383",NULL,NULL,NULL,NULL,NULL
3728,0.3160330,NULL,"2011-12-31","1368-1613",NULL,NULL,NULL,NULL,NULL
3729,0.2863410,NULL,"2011-12-31","0250-474X",NULL,NULL,NULL,NULL,NULL
3730,0.2094410,NULL,"2011-12-31","0377-4929",NULL,NULL,NULL,NULL,NULL
3731,0.1187170,NULL,"2011-12-31","0019-5413",NULL,NULL,NULL,NULL,NULL
3732,0.4564480,NULL,"2011-12-31","0301-4738",NULL,NULL,NULL,NULL,NULL
3733,0.5363360,NULL,"2011-12-31","0255-0857",NULL,NULL,NULL,NULL,NULL
3734,0.6122120,NULL,"2011-12-31","0971-5916",NULL,NULL,NULL,NULL,NULL
3735,0.3825520,NULL,"2011-12-31","0378-6323",NULL,NULL,NULL,NULL,NULL
3736,0.1470040,NULL,"2011-12-31","0376-4710",NULL,NULL,NULL,NULL,NULL
3737,0.1841870,NULL,"2011-12-31","0972-5849",NULL,NULL,NULL,NULL,NULL
3738,0.9046370,NULL,"2011-12-31","1748-5908",NULL,NULL,NULL,NULL,NULL
3739,1.2640400,NULL,"2011-12-31","0171-2985",NULL,NULL,NULL,NULL,NULL
3740,11.9807000,NULL,"2011-12-31","1074-7613",NULL,NULL,NULL,NULL,NULL
3741,0.0329374,NULL,"2011-12-31","0377-2063",NULL,NULL,NULL,NULL,NULL
3742,0.1363300,NULL,"2011-12-31","1349-2543",NULL,NULL,NULL,NULL,NULL
3743,1.5514600,NULL,"2011-12-31","0019-1035",NULL,NULL,NULL,NULL,NULL
3744,0.1759210,NULL,"2011-12-31","1433-5158",NULL,NULL,NULL,NULL,NULL
3745,0.5749270,NULL,"2011-12-31","0304-386X",NULL,NULL,NULL,NULL,NULL
3746,0.9723970,NULL,"2011-12-31","1478-4491",NULL,NULL,NULL,NULL,NULL
3747,0.3368740,NULL,"2011-12-31","1749-0774",NULL,NULL,NULL,NULL,NULL
3748,0.8461520,NULL,"2011-12-31","1365-182X",NULL,NULL,NULL,NULL,NULL
3749,0.1407170,NULL,"2011-12-31","1475-4916",NULL,NULL,NULL,NULL,NULL
3750,0.3479240,NULL,"2011-12-31","0018-2079",NULL,NULL,NULL,NULL,NULL
3751,0.0388050,NULL,"2011-12-31","0971-8966",NULL,NULL,NULL,NULL,NULL
3752,0.2408290,NULL,"2011-12-31","1931-7603",NULL,NULL,NULL,NULL,NULL
3753,1.0065400,NULL,"2011-12-31","1477-7525",NULL,NULL,NULL,NULL,NULL
3754,0.6681890,NULL,"2011-12-31","1758-3284",NULL,NULL,NULL,NULL,NULL
3755,0.4925760,NULL,"2011-12-31","0017-8322",NULL,NULL,NULL,NULL,NULL
3756,0.3848100,NULL,"2011-12-31","0017-808X",NULL,NULL,NULL,NULL,NULL
3757,0.9487670,NULL,"2011-12-31","1477-7517",NULL,NULL,NULL,NULL,NULL
3758,0.6155240,NULL,"2011-12-31","1757-4749",NULL,NULL,NULL,NULL,NULL
3759,0.6823460,NULL,"2011-12-31","1434-7636",NULL,NULL,NULL,NULL,NULL
3760,1.1436600,NULL,"2011-12-31","1744-8603",NULL,NULL,NULL,NULL,NULL
3761,0.0786161,NULL,"2011-12-31","0017-0011",NULL,NULL,NULL,NULL,NULL
3762,0.6723850,NULL,"2011-12-31","0375-6505",NULL,NULL,NULL,NULL,NULL
3763,0.9141460,NULL,"2011-12-31","0016-8092",NULL,NULL,NULL,NULL,NULL
3764,0.5209400,NULL,"2011-12-31","0016-8076",NULL,NULL,NULL,NULL,NULL
3765,0.9776720,NULL,"2011-12-31","0169-555X",NULL,NULL,NULL,NULL,NULL
3766,0.2769210,NULL,"2011-12-31","1641-7291",NULL,NULL,NULL,NULL,NULL
3767,0.3110000,NULL,"2011-12-31","1374-8505",NULL,NULL,NULL,NULL,NULL
3768,0.8661270,NULL,"2011-12-31","1695-6133",NULL,NULL,NULL,NULL,NULL
3769,0.8209010,NULL,"2011-12-31","0016-7185",NULL,NULL,NULL,NULL,NULL
3770,0.3055980,NULL,"2011-12-31","0016-7169",NULL,NULL,NULL,NULL,NULL
3771,0.5314370,NULL,"2011-12-31","1280-9659",NULL,NULL,NULL,NULL,NULL
3772,0.8797100,NULL,"2011-12-31","0016-7061",NULL,NULL,NULL,NULL,NULL
3773,1.1222800,NULL,"2011-12-31","1467-4866",NULL,NULL,NULL,NULL,NULL
3774,0.4235090,NULL,"2011-12-31","0016-6995",NULL,NULL,NULL,NULL,NULL
3775,1.1618800,NULL,"2011-12-31","0888-7543",NULL,NULL,NULL,NULL,NULL
3776,4.1303400,NULL,"2011-12-31","1474-760X",NULL,NULL,NULL,NULL,NULL
3777,2.3633800,NULL,"2011-12-31","1759-6653",NULL,NULL,NULL,NULL,NULL
3778,0.2814370,NULL,"2011-12-31","1676-5680",NULL,NULL,NULL,NULL,NULL
3779,0.1664150,NULL,"2011-12-31","1529-9120",NULL,NULL,NULL,NULL,NULL
3780,0.8684680,NULL,"2011-12-31","0378-1119",NULL,NULL,NULL,NULL,NULL
3781,4.5144200,NULL,"2011-12-31","0016-5085",NULL,NULL,NULL,NULL,NULL
3782,0.2884090,NULL,"2011-12-31","0016-3287",NULL,NULL,NULL,NULL,NULL
3783,0.9838250,NULL,"2011-12-31","0016-2361",NULL,NULL,NULL,NULL,NULL
3784,2.3772700,NULL,"2011-12-31","1742-9994",NULL,NULL,NULL,NULL,NULL
3785,3.3809900,NULL,"2011-12-31","1662-5110",NULL,NULL,NULL,NULL,NULL
3786,1.1199000,NULL,"2011-12-31","1662-5161",NULL,NULL,NULL,NULL,NULL
3787,1.8766300,NULL,"2011-12-31","1662-5102",NULL,NULL,NULL,NULL,NULL
3788,1.0374200,NULL,"2011-12-31","1662-5188",NULL,NULL,NULL,NULL,NULL
3789,0.3454600,NULL,"2011-12-31","0015-704X",NULL,NULL,NULL,NULL,NULL
3790,0.3955880,NULL,"2011-12-31","1330-9862",NULL,NULL,NULL,NULL,NULL
3791,0.4183390,NULL,"2011-12-31","0367-2530",NULL,NULL,NULL,NULL,NULL
3792,0.3800380,NULL,"2011-12-31","0367-326X",NULL,NULL,NULL,NULL,NULL
3793,0.5275780,NULL,"2011-12-31","0090-0656",NULL,NULL,NULL,NULL,NULL
3794,0.1134420,NULL,"2011-12-31","0015-1920",NULL,NULL,NULL,NULL,NULL
3795,0.2773380,NULL,"2011-12-31","0354-5180",NULL,NULL,NULL,NULL,NULL
3796,0.1214010,NULL,"2011-12-31","1230-3666",NULL,NULL,NULL,NULL,NULL
3797,0.5537930,NULL,"2011-12-31","0742-3225",NULL,NULL,NULL,NULL,NULL
3798,0.5146790,NULL,"2011-12-31","1788-618X",NULL,NULL,NULL,NULL,NULL
3799,0.2771670,NULL,"2011-12-31","1341-1357",NULL,NULL,NULL,NULL,NULL
3800,1.0737100,NULL,"2011-12-31","1474-7049",NULL,NULL,NULL,NULL,NULL
3801,0.9030950,NULL,"2011-12-31","1176-9343",NULL,NULL,NULL,NULL,NULL
3802,0.4423620,NULL,"2011-12-31","1687-1499",NULL,NULL,NULL,NULL,NULL
3803,0.0000000,NULL,"2011-12-31","2190-5444",NULL,NULL,NULL,NULL,NULL
3804,0.1254130,NULL,"2011-12-31","1027-5193",NULL,NULL,NULL,NULL,NULL
3805,1.4607400,NULL,"2011-12-31","1473-2262",NULL,NULL,NULL,NULL,NULL
3806,0.2868370,NULL,"2011-12-31","1225-6463",NULL,NULL,NULL,NULL,NULL
3807,2.5432400,NULL,"2011-12-31","1756-8935",NULL,NULL,NULL,NULL,NULL
3808,1.0469200,NULL,"2011-12-31","1755-4365",NULL,NULL,NULL,NULL,NULL
3809,1.7606700,NULL,"2011-12-31","1748-9326",NULL,NULL,NULL,NULL,NULL
3810,1.2566900,NULL,"2011-12-31","1476-069X",NULL,NULL,NULL,NULL,NULL
3811,2.3243100,NULL,"2011-12-31","0091-6765",NULL,NULL,NULL,NULL,NULL
3812,0.5208310,NULL,"2011-12-31","1099-4300",NULL,NULL,NULL,NULL,NULL
3813,0.1099530,NULL,"2011-12-31","1175-8708",NULL,NULL,NULL,NULL,NULL
3814,0.7938770,NULL,"2011-12-31","0360-5442",NULL,NULL,NULL,NULL,NULL
3815,0.1239020,NULL,"2011-12-31","0160-9327",NULL,NULL,NULL,NULL,NULL
3816,2.1572400,NULL,"2011-12-31","1080-6059",NULL,NULL,NULL,NULL,NULL
3817,0.7050610,NULL,"2011-12-31","1068-9613",NULL,NULL,NULL,NULL,NULL
3818,1.8532900,NULL,"2011-12-31","1935-7524",NULL,NULL,NULL,NULL,NULL
3819,0.4637140,NULL,"2011-12-31","1081-3810",NULL,NULL,NULL,NULL,NULL
3820,1.2853000,NULL,"2011-12-31","1083-6489",NULL,NULL,NULL,NULL,NULL
3821,0.3055730,NULL,"2011-12-31","1417-3875",NULL,NULL,NULL,NULL,NULL
3822,0.7724190,NULL,"2011-12-31","1077-8926",NULL,NULL,NULL,NULL,NULL
3823,0.9318080,NULL,"2011-12-31","1083-589X",NULL,NULL,NULL,NULL,NULL
3824,0.2904780,NULL,"2011-12-31","0717-3458",NULL,NULL,NULL,NULL,NULL
3825,0.2953870,NULL,"2011-12-31","1436-4522",NULL,NULL,NULL,NULL,NULL
3826,0.5834050,NULL,"2011-12-31","1864-6042",NULL,NULL,NULL,NULL,NULL
3827,0.6714470,NULL,"2011-12-31","1933-527X",NULL,NULL,NULL,NULL,NULL
3828,1.1966100,NULL,"2011-12-31","1708-3087",NULL,NULL,NULL,NULL,NULL
3829,0.2629170,NULL,"2011-12-31","0046-1121",NULL,NULL,NULL,NULL,NULL
3830,0.0808698,NULL,"2011-12-31","1794-6190",NULL,NULL,NULL,NULL,NULL
3831,0.1373330,NULL,"2011-12-31","1618-7229",NULL,NULL,NULL,NULL,NULL
3832,0.7844060,NULL,"2011-12-31","1177-8881",NULL,NULL,NULL,NULL,NULL
3833,1.7408300,NULL,"2011-12-31","1431-0643",NULL,NULL,NULL,NULL,NULL
3834,0.4214680,NULL,"2011-12-31","0011-5029",NULL,NULL,NULL,NULL,NULL
3835,0.3855940,NULL,"2011-12-31","0141-9382",NULL,NULL,NULL,NULL,NULL
3836,0.5552380,NULL,"2011-12-31","1365-8050",NULL,NULL,NULL,NULL,NULL
3837,1.1569900,NULL,"2011-12-31","0301-4681",NULL,NULL,NULL,NULL,NULL
3838,0.3974530,NULL,"2011-12-31","1746-1596",NULL,NULL,NULL,NULL,NULL
3839,0.4308500,NULL,"2011-12-31","1305-3825",NULL,NULL,NULL,NULL,NULL
3840,0.3561810,NULL,"2011-12-31","1758-5996",NULL,NULL,NULL,NULL,NULL
3841,0.5049660,NULL,"2011-12-31","0011-9164",NULL,NULL,NULL,NULL,NULL
3842,1.1060300,NULL,"2011-12-31","1125-7865",NULL,NULL,NULL,NULL,NULL
3843,0.1464780,NULL,"2011-12-31","1641-1307",NULL,NULL,NULL,NULL,NULL
3844,0.8136380,NULL,"2011-12-31","1435-9871",NULL,NULL,NULL,NULL,NULL
3845,1.4098400,NULL,"2011-12-31","1758-0463",NULL,NULL,NULL,NULL,NULL
3846,0.1458600,NULL,"2011-12-31","1212-1800",NULL,NULL,NULL,NULL,NULL
3847,0.1664320,NULL,"2011-12-31","1212-1819",NULL,NULL,NULL,NULL,NULL
3848,1.0488600,NULL,"2011-12-31","1465-3249",NULL,NULL,NULL,NULL,NULL
3849,1.0215600,NULL,"2011-12-31","1043-4666",NULL,NULL,NULL,NULL,NULL
3850,1.2937600,NULL,"2011-12-31","1467-3037",NULL,NULL,NULL,NULL,NULL
3851,0.3929980,NULL,"2011-12-31","1911-6470",NULL,NULL,NULL,NULL,NULL
3852,0.2790700,NULL,"2011-12-31","0011-2275",NULL,NULL,NULL,NULL,NULL
3853,0.5249770,NULL,"2011-12-31","0011-2240",NULL,NULL,NULL,NULL,NULL
3854,1.4000500,NULL,"2011-12-31","0010-9452",NULL,NULL,NULL,NULL,NULL
3855,0.0127657,NULL,"2011-12-31","1405-1435",NULL,NULL,NULL,NULL,NULL
3856,0.8141190,NULL,"2011-12-31","0010-7824",NULL,NULL,NULL,NULL,NULL
3857,0.2704310,NULL,"2011-12-31","1607-324X",NULL,NULL,NULL,NULL,NULL
3858,0.1680740,NULL,"2011-12-31","1820-0214",NULL,NULL,NULL,NULL,NULL
3859,0.8235280,NULL,"2011-12-31","0146-4833",NULL,NULL,NULL,NULL,NULL
3860,0.3317150,NULL,"2011-12-31","1322-7696",NULL,NULL,NULL,NULL,NULL
3861,1.9377200,NULL,"2011-12-31","0010-0277",NULL,NULL,NULL,NULL,NULL
3862,0.4518930,NULL,"2011-12-31","0147-958X",NULL,NULL,NULL,NULL,NULL
3863,0.5115320,NULL,"2011-12-31","1176-9092",NULL,NULL,NULL,NULL,NULL
3864,0.6315350,NULL,"2011-12-31","1740-2522",NULL,NULL,NULL,NULL,NULL
3865,0.4596070,NULL,"2011-12-31","0264-2751",NULL,NULL,NULL,NULL,NULL
3866,0.1905550,NULL,"2011-12-31","0185-3880",NULL,NULL,NULL,NULL,NULL
3867,2.1575600,NULL,"2011-12-31","0012-3692",NULL,NULL,NULL,NULL,NULL
3868,0.8997910,NULL,"2011-12-31","0045-6535",NULL,NULL,NULL,NULL,NULL
3869,0.1497350,NULL,"2011-12-31","1451-9372",NULL,NULL,NULL,NULL,NULL
3870,0.5664390,NULL,"2011-12-31","0360-7275",NULL,NULL,NULL,NULL,NULL
3871,0.3203790,NULL,"2011-12-31","1109-4028",NULL,NULL,NULL,NULL,NULL
3872,0.8438870,NULL,"2011-12-31","1752-153X",NULL,NULL,NULL,NULL,NULL
3873,0.1457850,NULL,"2011-12-31","0352-9568",NULL,NULL,NULL,NULL,NULL
3874,0.1763960,NULL,"2011-12-31","1584-8663",NULL,NULL,NULL,NULL,NULL
3875,0.0056314,NULL,"2011-12-31","1538-6279",NULL,NULL,NULL,NULL,NULL
3876,1.8821700,NULL,"2011-12-31","1747-1028",NULL,NULL,NULL,NULL,NULL
3877,1.4488600,NULL,"2011-12-31","2041-4889",NULL,NULL,NULL,NULL,NULL
3878,2.2881900,NULL,"2011-12-31","1478-811X",NULL,NULL,NULL,NULL,NULL
3879,20.5540000,NULL,"2011-12-31","0092-8674",NULL,NULL,NULL,NULL,NULL
3880,0.8415440,NULL,"2011-12-31","1931-7913",NULL,NULL,NULL,NULL,NULL
3881,0.7881780,NULL,"2011-12-31","0341-8162",NULL,NULL,NULL,NULL,NULL
3882,0.7112950,NULL,"2011-12-31","1476-7120",NULL,NULL,NULL,NULL,NULL
3883,0.9671830,NULL,"2011-12-31","1475-2840",NULL,NULL,NULL,NULL,NULL
3884,1.5994000,NULL,"2011-12-31","0008-6223",NULL,NULL,NULL,NULL,NULL
3885,1.3357000,NULL,"2011-12-31","1470-7330",NULL,NULL,NULL,NULL,NULL
3886,1.2284700,NULL,"2011-12-31","1475-2867",NULL,NULL,NULL,NULL,NULL
3887,0.5849310,NULL,"2011-12-31","1499-2671",NULL,NULL,NULL,NULL,NULL
3888,0.6127550,NULL,"2011-12-31","0364-5916",NULL,NULL,NULL,NULL,NULL
3889,0.0694321,NULL,"2011-12-31","1867-0202",NULL,NULL,NULL,NULL,NULL
3890,0.4463540,NULL,"2011-12-31","0305-4179",NULL,NULL,NULL,NULL,NULL
3891,0.1762380,NULL,"2011-12-31","0023-9356",NULL,NULL,NULL,NULL,NULL
3892,2.1846400,NULL,"2011-12-31","1465-5411",NULL,NULL,NULL,NULL,NULL
3893,0.1807830,NULL,"2011-12-31","0103-9733",NULL,NULL,NULL,NULL,NULL
3894,0.5611030,NULL,"2011-12-31","1538-4721",NULL,NULL,NULL,NULL,NULL
3895,1.4249600,NULL,"2011-12-31","8756-3282",NULL,NULL,NULL,NULL,NULL
3896,1.0556900,NULL,"2011-12-31","1746-6148",NULL,NULL,NULL,NULL,NULL
3897,1.2296200,NULL,"2011-12-31","1752-0509",NULL,NULL,NULL,NULL,NULL
3898,1.2282900,NULL,"2011-12-31","1471-2482",NULL,NULL,NULL,NULL,NULL
3899,0.9570680,NULL,"2011-12-31","1471-244X",NULL,NULL,NULL,NULL,NULL
3900,0.8222870,NULL,"2011-12-31","1471-2458",NULL,NULL,NULL,NULL,NULL
3901,2.1585600,NULL,"2011-12-31","1471-2393",NULL,NULL,NULL,NULL,NULL
3902,1.2599500,NULL,"2011-12-31","1471-2229",NULL,NULL,NULL,NULL,NULL
3903,0.9686030,NULL,"2011-12-31","1471-2415",NULL,NULL,NULL,NULL,NULL
3904,1.0105100,NULL,"2011-12-31","1471-2431",NULL,NULL,NULL,NULL,NULL
3905,1.1374900,NULL,"2011-12-31","1471-2202",NULL,NULL,NULL,NULL,NULL
3906,0.8921560,NULL,"2011-12-31","1471-2377",NULL,NULL,NULL,NULL,NULL
3907,1.1742300,NULL,"2011-12-31","1471-2369",NULL,NULL,NULL,NULL,NULL
3908,1.2396100,NULL,"2011-12-31","1471-2199",NULL,NULL,NULL,NULL,NULL
3909,0.7368310,NULL,"2011-12-31","1471-2474",NULL,NULL,NULL,NULL,NULL
3910,1.0792100,NULL,"2011-12-31","1471-2180",NULL,NULL,NULL,NULL,NULL
3911,1.8464000,NULL,"2011-12-31","1471-2288",NULL,NULL,NULL,NULL,NULL
3912,0.9612990,NULL,"2011-12-31","1472-6947",NULL,NULL,NULL,NULL,NULL
3913,1.4391200,NULL,"2011-12-31","1755-8794",NULL,NULL,NULL,NULL,NULL
3914,0.7358900,NULL,"2011-12-31","1472-6920",NULL,NULL,NULL,NULL,NULL
3915,1.2722300,NULL,"2011-12-31","1472-6939",NULL,NULL,NULL,NULL,NULL
3916,0.8283110,NULL,"2011-12-31","1471-2350",NULL,NULL,NULL,NULL,NULL
3917,2.1059400,NULL,"2011-12-31","1741-7015",NULL,NULL,NULL,NULL,NULL
3918,1.0035600,NULL,"2011-12-31","1472-698X",NULL,NULL,NULL,NULL,NULL
3919,1.0714200,NULL,"2011-12-31","1471-2334",NULL,NULL,NULL,NULL,NULL
3920,0.9504720,NULL,"2011-12-31","1471-2172",NULL,NULL,NULL,NULL,NULL
3921,0.7769670,NULL,"2011-12-31","1472-6963",NULL,NULL,NULL,NULL,NULL
3922,0.9036140,NULL,"2011-12-31","1471-2156",NULL,NULL,NULL,NULL,NULL
3923,1.4777500,NULL,"2011-12-31","1471-2164",NULL,NULL,NULL,NULL,NULL
3924,0.7442810,NULL,"2011-12-31","1471-230X",NULL,NULL,NULL,NULL,NULL
3925,0.7776790,NULL,"2011-12-31","1471-2296",NULL,NULL,NULL,NULL,NULL
3926,1.8332000,NULL,"2011-12-31","1471-2148",NULL,NULL,NULL,NULL,NULL
3927,1.4445600,NULL,"2011-12-31","1471-213X",NULL,NULL,NULL,NULL,NULL
3928,1.2255600,NULL,"2011-12-31","1472-6823",NULL,NULL,NULL,NULL,NULL
3929,0.7750150,NULL,"2011-12-31","1472-6882",NULL,NULL,NULL,NULL,NULL
3930,1.2283000,NULL,"2011-12-31","1471-2261",NULL,NULL,NULL,NULL,NULL
3931,1.1200800,NULL,"2011-12-31","1471-2121",NULL,NULL,NULL,NULL,NULL
3932,1.0100800,NULL,"2011-12-31","1471-2407",NULL,NULL,NULL,NULL,NULL
3933,2.7798700,NULL,"2011-12-31","1741-7007",NULL,NULL,NULL,NULL,NULL
3934,0.0000000,NULL,"2011-12-31","2046-1682",NULL,NULL,NULL,NULL,NULL
3935,0.9157120,NULL,"2011-12-31","1472-6750",NULL,NULL,NULL,NULL,NULL
3936,2.1269600,NULL,"2011-12-31","1471-2091",NULL,NULL,NULL,NULL,NULL
3937,1.3157300,NULL,"2011-12-31","1471-2105",NULL,NULL,NULL,NULL,NULL
3938,0.5628510,NULL,"2011-12-31","1723-2007",NULL,NULL,NULL,NULL,NULL
3939,1.9229200,NULL,"2011-12-31","1754-6834",NULL,NULL,NULL,NULL,NULL
3940,0.5286510,NULL,"2011-12-31","0303-2647",NULL,NULL,NULL,NULL,NULL
3941,0.3523980,NULL,"2011-12-31","1930-2126",NULL,NULL,NULL,NULL,NULL
3942,0.8328770,NULL,"2011-12-31","1932-1058",NULL,NULL,NULL,NULL,NULL
3943,0.6264610,NULL,"2011-12-31","2156-7085",NULL,NULL,NULL,NULL,NULL
3944,0.5310590,NULL,"2011-12-31","1475-925X",NULL,NULL,NULL,NULL,NULL
3945,2.0313400,NULL,"2011-12-31","0142-9612",NULL,NULL,NULL,NULL,NULL
3946,0.4005920,NULL,"2011-12-31","1045-1056",NULL,NULL,NULL,NULL,NULL
3947,0.6170100,NULL,"2011-12-31","1480-9222",NULL,NULL,NULL,NULL,NULL
3948,1.5475600,NULL,"2011-12-31","1745-6150",NULL,NULL,NULL,NULL,NULL
3949,0.9340210,NULL,"2011-12-31","1559-4106",NULL,NULL,NULL,NULL,NULL
3950,0.7535120,NULL,"2011-12-31","1567-5394",NULL,NULL,NULL,NULL,NULL
3951,0.2705010,NULL,"2011-12-31","1342-4815",NULL,NULL,NULL,NULL,NULL
3952,1.1134200,NULL,"2011-12-31","0300-9084",NULL,NULL,NULL,NULL,NULL
3953,0.0844570,NULL,"2011-12-31","1330-0962",NULL,NULL,NULL,NULL,NULL
3954,0.4784320,NULL,"2011-12-31","1860-5397",NULL,NULL,NULL,NULL,NULL
3955,0.9992410,NULL,"2011-12-31","1744-9081",NULL,NULL,NULL,NULL,NULL
3956,2.5507000,NULL,"2011-12-31","1931-6690",NULL,NULL,NULL,NULL,NULL
